,Customer Reviews,Compound Score,Positive Score,Neutral Score,Negative Score
70,"The food is good overall, however I consistently have problems when I get my delivery order. They have twice not included my side of hummus even though I paid for it. I get the charges removed later on but I really just wanted some hummus and it kind of puts a damper on my meal. I could just drive to pick it up and make sure the hummus is there but I really shouldn't have to. The breakfast gyro wrap was really weird. It is advertised with bell peppers and hash browns but instead comes with a few fries, thousand island, and tomato and cucumber that are slightly cooked and soggy. If you come here just stick to the Kebabs. I do really like their salmon, chicken, and gyro meat. I don't like how they charge extra to get half rice/half salad instead of all rice or all salad, the charge seems really pointless.",0.8121,0.08,0.882,0.038
71,I am not big on Mediterranean food but this place was delicious and prove to me that Mediterranean foods don't have to be bland. It's a bit pricey but worth it the guy at the desk was super attentive and helpful even when the waiter mixed up our plates with somebody else's he fixed it right away. I can only assume it's the owner as a worker wouldn't care that much,0.9326,0.201,0.757,0.042
72,This place was delicious!! I am a huge fan of Mediterranean and probably one of the best Ive had. ÌâåÊThe Stoner Gyro fries are scrumptious. And ÌâåÊthe sultan platter was top notch. I highly recommend this place.,0.9627,0.435,0.565,0.0
73,Everything was so fucking delicious! ÌâåÊI hardly leave reviews but this was beyond tasty from the juicy meats to creamy dipping sauces. The basmati rice was so moist. I highly recommend trying this food whether you share a plate or get your own bc it's so bomb! We even met the chef which adds his Mexican touch to everything so you know it's gonna to be well seasoned! I'm most definitely going to keep going!,0.8934,0.204,0.733,0.063
74,Came in when they had just opened. The workers seemed a little puzzled with multiple orders they had from a big party. After that was completed the customer service was a lot better!The food.... amazing. It was the best meat the best salad I've had in a long time. This place has fresh food that tastes great! ÌâåÊCan't wait to be back!,0.9711,0.297,0.684,0.019
75,"Update: the owner (Rok) reached out to me and explained that they did not have their usual burger patties that day, and offered me another jalapeno mushroom burger to try. Instead of 2 small 4oz patties, this one had 1-8oz patty. It was fresh, lightly seasoned, tender, and although it didn't have the juiciness of a traditional American burger (most likely because it was made with less fatty beef), it was still juicy enough. Great burger, and one that you won't feel like you've gained 10 pounds after eating. Ordered with waffle fries, which were slightly crispy and lightly seasoned, as all waffle fries should be. ÌâåÊWould definitely recommend. Disclaimer: this review is based on their jalepeno burger only, so it's ÌâåÊnot relevant to people who want to come here to get their normal kebab dishes and sides.This burger was one of the worst I've ever had (in my life), based soley on the patties. They were tough, chewy, flavorless, and tasted as if they were frozen, defrosted, then placed on the grill for a minute. A real disappointment as I was hungry for a burger, and even though this restaurant hasn't staked it's success on the quality of their burgers, it's on the menu, and should at least be decent. It was not.",0.2244,0.074,0.864,0.062
76,"You can taste the quality in their food. I ordered the platter and I must say it is enough food for two to share. I opted for no rice this time. The wait for food is a little long. But, it is cooked to order and super fresh. If you are in a lunch rush, you may want to order ahead. ÌâåÊI can see myself becoming a regular here. :)",0.9294,0.205,0.774,0.021
77,"Taste: 5/5 however they charge for water, and they made it seem like I had an option of half salad half rice then charged me $2 for it. In the end i spent $36.48 for a cup of water and one sultan platter which seems a bit much for being two dollar signs.",0.1779,0.049,0.916,0.035
78,"Walking into the restaurant there is a Zen vibe and you are greeted by the friendly and attentive staff. ÌâåÊThe food selections are amazing, we treated ourselves to the Sultan platter which was a combination of lamb steak ground beef Shawarma and salmon with dill seasoning it was also accompanied by basmati rice and Mediterranean salad which was unbelievable. ÌâåÊThe meats were perfectly cooked and had just the right amount of flavor and seasoning; the portions were very generous with a very nice presentation. ÌâåÊI'd highly recommend this to friends and family for dine in or take out.",0.9792,0.243,0.757,0.0
79,"This is definitely our new favorite Mediterranean restaurant! The service is phenomenal, the environment and ambiance is incredible, and the food is delicious! We are so pleased with our decision to give Kebab Place a try, we will definitely be back! Highly recommended!",0.959,0.347,0.653,0.0
80,This is my first time here and it was delicious!! The service was great! Portion size was great for price!I got the Sultan platter and all meats were delicious and savory and juicy!!! The cilantro sauce with the warm pita bread was by far some of the best pita and sauce I've tried! I can not recommend this place enough! Only thing I would recommend is I went with my sister in law who is vegan she ordered the falafel salad that she enjoyed a lot but felt that they could've done a better job at promoting their vegan options! But they did offer to put a veggie patty into a Gyro for her which was great! All in all five star for sure!!,0.9785,0.231,0.716,0.053
81,Me and my boyfriend came due to all the good reviews and it is One of the best Mediterranean food I've had. Definitely recommend it! They give a good portion of food as well. The bread with the cilantro spread is really good!,0.9627,0.373,0.627,0.0
82,"Another amazing lunch experience provided by Kabab place ! I will walk the extra mile to have my lunch here , if your tired of being at your office all day come here and feel the culture with the food and the music and the atmosphere. Food is extremely tasty and delicious ÌâåÊRock is amazing and nice and professional with his customers Go see him and have an amazing meal .. Thanks again Kabab place !",0.9625,0.242,0.726,0.032
